sample_id,Area,AreaIntgP(%),FWHM,Width,Height,Type,max_voltage,min_voltage
1,-0.00381595894738602,-2.19852329234175,1.6320873710372157,-0.0361183949065637,0.0001596748351941,Cyclohexane,0.207599,0.04350294
2,0.0002799164079371,0.9001298112727221,5.044072217287109,7.94372439701176,0.0001589308963283,Cyclohexane,0.10619408,0.05865578
5,0.0021037239599327,19.85968062471858,2.714297020083978,2.88092057718009,0.0001866339623637,Cyclohexane,0.16320178,0.05429271
6,0.0008415555017079,30.685879775699537,3.6037897095024367,2.73866994349317,0.0001891028636696,Cyclohexane,0.09547058,0.06095992
7,0.0007743102892181,14.478359526056778,64.68204444070072,74.5370557786399,-0.00010980046073372,Cyclohexane,0.18000691,0.06084295
8,1.3883710870401908e-05,-0.0871885552617966,2.817315448647004,3.51696181334569,0.0001886568755918,Cyclohexane,0.09460033,0.04195423
9,1.3913810980164232e-05,0.2439548015673656,5.786263219187158,7.55356956593415,3.483476080986149e-05,Cyclohexane,0.22722562,0.03376334
11,0.0005957716173133,0.0749463187290401,3.056085224348124,1.50383667356364,0.0002160191503472,Cyclohexane,0.09810164,0.07244611
12,0.0006994818251294,36.06647872380649,3.740019124605908,-0.0592747414112954,0.0003410356168316,Cyclohexane,0.12652624,0.08633984
13,1.69548251524697e-05,12.770619139865817,0.0475095718748554,0.0533056624508677,0.0002481491590905,Cyclohexane,0.20460557,0.04663275
16,0.0010076385339082,32.17121587193417,0.0168578380722886,0.509663015331416,0.000336732300349,Cyclohexane,0.15541211,0.0543554
17,0.0007276153045218,30.662025324694422,5.40602085215041,3.92332182205468,0.0001885558304618,Cyclohexane,0.15563513,0.03235702
19,0.0012095053218707,15.244716656732908,2.27347577101322,2.00574510319651,0.0001752004740281,Cyclohexane,0.16131603,0.04481038
22,0.0024395310422101,37.608141372525175,3.9415506702429672,3.5328208435861,0.0002511753631876,Cyclohexane,0.17923644,0.04890568
24,0.0007483171223376,14.390102620895313,0.0296580627806278,0.0471987323661961,0.0001963614749982,Cyclohexane,0.08419669,0.04243144
25,-0.0130923516526258,-85.1033447007877,2.253402888417101,1.6504871187925,0.0001787651176883,Cyclohexane,0.13361768,0.07548025
27,0.0004579313398551,-2.2435759880207,2.813513284320053,3.41509261853608,0.0001498256627719,Cyclohexane,0.11237816,0.06485711
31,0.0035282831655267,44.50094429027818,3.3834342033548563,4.27580030663545,0.0003477642269473,Cyclohexane,0.16574292,0.04871741
32,0.0007773106471111,18.498423747209447,-0.0402672103876957,0.127288105906352,0.0002436191767313,Cyclohexane,0.1047719,0.07721261
35,2.0687632164624396e-05,16.558300779489322,3.67497504162896,2.22850079045526,0.0001728702592452,Cyclohexane,0.18847557,0.0515464
38,0.0008311481852947,37.696839526656895,4.497002841587594,3.95491790051085,0.0001900482868657,Cyclohexane,0.19923654,0.04810181
40,-9.76412031158101e-05,10.328285942871345,8.238266467070781,8.44899450814611,-0.000311533705192073,Cyclohexane,0.0782811,0.06406154
41,0.000609647259425,19.258639131358034,2.964051945167529,2.9890271801304,-0.000257804220308576,Cyclohexane,0.12536557,0.05868992
42,-0.0135778899216555,-96.1874788217594,2.883433348850804,2.3203313548783,-0.000313781589341002,Cyclohexane,0.11957993,0.01945901
43,0.0005913523639163,14.657070091458356,0.06278892968993,0.0548268893254832,0.0002201603398484,Cyclohexane,0.15158018,0.03237922
45,0.000302261467168,2.3037814231289144,-0.00931609850464812,0.374895912315017,0.0001916201848559,Cyclohexane,0.18078335,0.05830241
47,-0.00949893472031318,-28.4500437154516,0.0297714321126396,1.03495520560556,0.0001446891547822,Cyclohexane,0.17876624,0.07186395
51,0.0018619830346952,44.21160403874478,3.417266127062049,1.67433607228307,0.0004936998377536,Cyclohexane,0.2384855,0.03058326
53,-9.40287307438933e-05,15.412194996055904,33.98630868017041,36.1142419451409,-0.000188882917591948,Cyclohexane,0.13840463,0.02947457
54,0.0006949900918013,-1.69927321443058,3.671605943843809,3.15453201614614,0.000207613999783,Cyclohexane,0.13619917,0.07214775
55,0.0007451556740687,20.77755347732968,0.6946412049132026,-0.00447290726383349,0.0002795006173114,Cyclohexane,0.13533187,0.065107
56,0.000723631026466,29.16192864500026,3.6497853021831914,4.19858220798833,0.0003535977205929,Cyclohexane,0.14289111,0.06412511
57,0.0007919017950289,17.679144357932504,34.84599975576073,8.26214736810596,-0.000184582737466498,Cyclohexane,0.18084268,0.05511835
58,9.145095257404036e-06,13.589034023869893,0.070727145697342,1.75154045233046,0.0001718552361458,Cyclohexane,0.21586167,0.05494755
61,1.1130340223731644e-05,-1.65266361588527,2.8477188679876053,3.04285390950987,0.000244844800688,Cyclohexane,0.14444179,0.03338852
62,0.0011223501639486,27.373818632576796,0.1278797799573349,2.92616528213101,0.0003700553752291,Cyclohexane,0.11895626,0.06960088
63,0.0006410306235671,17.17062981925284,2.3009823827352167,2.11739390993316,9.478385569000836e-05,Cyclohexane,0.1554441,0.03610453
65,0.0024896615310999,36.18950416686485,3.5669651134800437,8.51242088471848,0.0005292617014478,Cyclohexane,0.1897363,0.04476062
66,0.001061925865872,34.84000488381468,3.80177425049921,4.5786715748564,0.0004355966637495,Cyclohexane,0.05627263,0.05527263
72,0.0012790686822364,26.44729635871145,3.282742974599557,3.76556261811222,0.0002515133918909,Cyclohexane,0.1855341,0.05737584
73,0.0004534835292722,-76.48528410968,2.8269624687363617,1.88532798555253,0.0003456111078682,Cyclohexane,0.09801362,0.05625929
75,-0.0130961086046382,-96.6719271859639,30.88487358816969,14.3507231698284,-0.000301378286513345,Cyclohexane,0.10924491,0.07377131
77,-2.86788861987453e-05,17.176423716020853,31.563053933264435,8.0713371194198,-0.000154974036320119,Cyclohexane,0.12492655,0.04384634
79,0.0007860313907313,0.6945847639629732,2.639610243880097,1.97328573306173,0.0001653067552444,Cyclohexane,0.21674805,0.03454798
81,-1.99861830595795e-05,12.548173762617765,-0.0331315609041047,0.0307420331659816,0.0001720494239939,Cyclohexane,0.07794654,0.07694654
82,0.0027114798766102,40.2059345332383,8.040432530767188,12.0628338880677,0.0001685183988493,Cyclohexane,0.15684448,0.06351661
84,0.0002285906831655,0.6582943848283338,0.164044219547208,0.715325245719473,0.0002471491871678,Cyclohexane,0.11858247,0.05320199
85,-1.53060155990781e-06,15.32873681346348,0.0352150483400974,0.434875587566185,0.0001531740034013,Cyclohexane,0.18547377,0.04897189
87,0.0012234894869652,11.168431925709765,0.1561727055036441,2.74855450488052,0.0001821218884679,Cyclohexane,0.17488164,0.03881114
88,-0.000130745767954663,-20.134769877924,36.442574443040485,7.96732523261369,-0.000293640034715627,Cyclohexane,0.1460769,0.04555693
89,0.0010478332770817,31.68638887605229,5.061509399866589,3.84121734161249,0.000170419987984,Cyclohexane,0.14493467,0.04737348
91,5.393104747694555e-07,0.2532762101884259,0.1351412776367256,0.0694624695796707,0.0001319888303288,Cyclohexane,0.1676174,0.0428351
92,0.000679151392097,14.902943874079464,5.039709156118303,4.75158438574668,0.0003309058866611,Cyclohexane,0.14342773,0.04927263
95,1.6388989069913962e-05,-0.454225752385138,0.0471877743514214,2.68435349213227,0.0004898667633334,Cyclohexane,0.17662862,0.07701133
100,0.0002842310986319,11.279000002080933,2.527288744967285,4.34412139593551,0.0002498950877409,Cyclohexane,0.11545198,0.05034142
101,0.0006942707321702,31.59800431835904,-0.0694530196565852,1.36473528185102,0.0003039274013107,Cyclohexane,0.15366747,0.01460429
103,0.0006225392678624,-1.89849665374021,4.091216974517106,0.963104878526321,0.0003299405916927,Cyclohexane,0.06260571,0.06160571
104,0.0010158022795431,20.061651357605715,-0.0347929178106542,0.0304133499210422,0.0002515009064415,Cyclohexane,0.12690805,0.07209714
106,0.0025027425041747,33.06863512790658,3.701135227476212,4.89719216572885,0.0004037421919013,Cyclohexane,0.11480039,0.03007758
107,0.0008253098173504,16.172625675384843,5.942032831275013,3.15907746796005,0.0002998233280349,Cyclohexane,0.15115822,0.04539841
108,0.0009455871822721,14.210372570060144,2.606405914827081,3.14782888961436,0.0003408972367215,Cyclohexane,0.1354319,0.03114703
110,0.0003887582993769,-0.145059770756782,3.75845195525961,3.08779278911633,-5.8014373510808e-05,Cyclohexane,0.18245129,0.05516764
111,0.0003997617805212,0.7213300949330381,2.9453942587819326,2.9531169045271,-8.74423787443363e-05,Cyclohexane,0.13408453,0.04555419
114,0.0005073096018598,10.931523059398096,36.5354804883213,50.0933194957694,-0.000226238714162616,Cyclohexane,0.24399962,0.04854853
115,0.0024823462560278,48.46968976344555,5.575291889487683,4.52357288087164,0.0003260815470844,Cyclohexane,0.13915087,0.03867256
116,0.0006633620154089,30.41267760561915,6.818019096590096,7.50799260066568,0.0001825039940131,Cyclohexane,0.19436422,0.03870467
120,-0.0139036864295159,-93.5691593376723,-0.0399960603523313,-0.0120455453897657,0.0001614657331759,Cyclohexane,0.10780264,0.06022236
122,0.0006496547174511,16.35673961366051,13.2243677672888,18.5966350966771,0.0001881360227155,Cyclohexane,0.13158255,0.08318613
123,0.0004397885796385,0.8407264285580078,-0.0685939774270748,2.0872120204303,0.0001849637211945,Cyclohexane,0.16433988,0.048558
126,-0.0109052058719213,-1.64847768321111,3.511708121410875,1.56714404985245,0.0001350087561408,Cyclohexane,0.15256961,0.05226796
127,3.817404131448119e-05,20.357326270009622,0.0415146305676339,2.89774911511816,-0.000305685301794389,Cyclohexane,0.11502937,0.04097861
128,0.0012206894675546,19.759128033913317,6.4221231189844366,34.1252924866329,0.0001284606562762,Cyclohexane,0.07985342,0.04032442
129,-7.27054970448755e-06,13.028046441952702,5.831241641656382,5.65748954799362,-0.000258041965064587,Cyclohexane,0.17822897,0.07618134
132,0.0001145594637798,0.288515441668701,8.005033863303176,3.74105652712076,-0.000106782565638748,Cyclohexane,0.12408579,0.03358628
134,0.0005423155000941,16.659258644785385,2.044111853502991,3.27012628860783,0.0002494137474938,Cyclohexane,0.13823299,0.05788785
135,0.0007487028493752,18.1418445827089,0.1320410002140402,2.57115776002149,0.0003322378490295,Cyclohexane,0.06416688,0.01228303
137,-2.03212299110568e-05,-42.6294257579803,-0.00365954505714366,-0.0202616387409114,0.0001798827741711,Cyclohexane,0.12847962,0.03030536
139,0.0014883896253258,32.37280367850609,0.0452526364446404,0.267652188371527,0.0001301976728906,Cyclohexane,0.11108719,0.0477947
141,0.0028098459346247,35.91435792089947,6.291584318167928,23.630601423175,0.0003489049566276,Cyclohexane,0.11373827,0.05579648
142,0.000765852308928,32.19316059259225,2.83511086494525,4.80150984644906,0.0002503952487218,Cyclohexane,0.12034893,0.07574277
143,-0.0130812570602195,1.0384801210297776,2.791111855538431,2.09514811404046,-0.000283540558961138,Cyclohexane,0.17950821,0.04234933
144,-0.00277464340584329,-95.7989683519154,4.055692035711946,6.7137206069329,-0.000256653131424342,Cyclohexane,0.20875631,0.04060476
145,0.0007454302700477,38.32582682208886,6.880255992879901,7.45894654511431,0.0001751940947891,Cyclohexane,0.15035043,0.09
146,3.570169811760538e-05,14.504732482489652,2.856138393697068,7.98820700547191,-0.000278469846447135,Cyclohexane,0.09507439,0.02130149
150,0.0006197727818,28.774005798046637,5.1922087127824685,6.06135022222561,0.0002147325307641,Cyclohexane,0.14683038,0.03186767
151,0.0007443442714765,41.010819384025474,6.131026802745986,5.53985946786464,0.0001647660190211,Cyclohexane,0.18031804,0.02595118
152,0.0011845455989824,30.536549534469017,6.788080830963914,3.82900211578646,0.0003621740874305,Cyclohexane,0.1158585,0.04977195
155,-1.68201604055101e-06,1.0992480548341943,0.0720674187754741,-0.0359637081520596,0.0002125619177347,Cyclohexane,0.15120626,0.0452426
157,-9.52616852000175e-05,-63.3398330570633,2.372275423031473,2.1469374611301,-0.000156861881337792,Cyclohexane,0.19520206,0.04042901
158,0.0006603299903494,15.43121921240746,8.119901561840269,5.25139564796977,0.0002473727566091,Cyclohexane,0.20835085,0.06259517
159,7.4498868425093e-05,11.461475765234573,4.0905157527235945,1.8326857212339,0.0001798229365723,Cyclohexane,0.11013191,0.05450135
